,name,worth_amount_(BUSD),country,company_sector,company_name,age,gender
394,Fernando Roberto Moreira Salles,5.0,Brazil,Diversified,"banking, minerals",72.0,M
395,Joao Moreira Salles,5.0,Brazil,Diversified,"banking, minerals",56.0,M
396,Walther Moreira Salles Junior,5.0,Brazil,Finance and Investments,"banking, minerals",62.0,
397,Pankaj Patel,5.0,,Healthcare,pharmaceuticals,65.0,M
398,Karen Pritzker,5.0,,Service,"hotels, investments",60.0,F
399,Thomas Schmidheiny,5.0,,Construction & Engineering,cement,72.0,M
400,Vichai Srivaddhanaprabha,5.0,,Fashion & Retail,duty-free,60.0,
401,Keiichiro Takahara,5.0,Japan,Manufacturing,diapers,87.0,M
402,M.A. Yusuff Ali,5.0,,Fashion & Retail,retail,62.0,M
403,Robert Bass,4.9,United States,Energy,"oil, investments",70.0,M
404,Marc Benioff,4.9,United States,Technology,business software,53.0,M
405,Martin & Olivier Bouygues,4.9,France,Construction & Engineering,"construction, media",,
406,Chung Mong-Koo,4.9,,Automotive,motor vehicles,80.0,M
407,Charles Dolan,4.9,United States,Media & Entertainment,cable television,91.0,M
408,Ray Lee Hunt,4.9,United States,Energy,"oil, real estate",75.0,M
409,Liu Yonghao,4.9,,Service,agribusiness,66.0,M
410,John Overdeck,4.9,,Finance and Investments,hedge funds,48.0,M
411,Ajay Piramal,4.9,,Healthcare,pharmaceuticals,62.0,M
412,"Enrique Razon, Jr.",4.9,,Logistics,ports,58.0,M
413,Sumner Redstone,4.9,United States,Media & Entertainment,media,95.0,M
414,Paolo & Gianfelice Mario Rocca,4.9,,Metals & Mining,pipe manufacturing,,
415,Reinhold Schmieding,4.9,United States,Healthcare,medical devices,63.0,M
416,David Siegel,4.9,,Finance and Investments,hedge funds,56.0,
417,Andrei Skoch,4.9,,Metals & Mining,steel,52.0,M
418,Yu Yong,4.9,,Finance and Investments,mining,57.0,M
419,Sam Zell,4.9,,Real Estate,"real estate, private equity",76.0,M
420,Zhou Jianping,4.9,,Fashion & Retail,fashion retail,58.0,M
421,Bajaj Brothers,4.8,India,Diversified,diversified,,M
422,Garrett Camp,4.8,,Technology,Uber,39.0,
423,Bubba Cathy,4.8,,Food and Beverage,Chick-fil-A,64.0,M
424,Dan Cathy,4.8,United States,Food and Beverage,Chick-fil-A,65.0,M
425,Fu Liquan,4.8,China,Technology,surveillance equipment,50.0,M
426,Philip & Cristina Green,4.8,,Fashion & Retail,fashion retail,66.0,
427,Mikhail Gutseriev,4.8,Russia,Energy,"oil, real estate",60.0,M
428,"Rupert Johnson, Jr.",4.8,,Finance and Investments,money management,77.0,M
429,Travis Kalanick,4.8,United States,Technology,Uber,41.0,M
430,Andrei Kozitsyn,4.8,,Metals & Mining,metals,58.0,M
431,Horst Paulmann,4.8,,Fashion & Retail,retail,83.0,
432,Julio Ponce Lerou,4.8,,Metals & Mining,fertilizer,72.0,M
433,Trevor Rees-Jones,4.8,United States,Energy,oil & gas,66.0,M
434,Mark Scheinberg,4.8,,Gambling & Casinos,online gambling,44.0,
435,Jeffrey Skoll,4.8,United States,Technology,eBay,53.0,M
436,Murat Ulker,4.8,Turkey,Food and Beverage,food,59.0,M
437,Daniel Ziff,4.8,United States,Finance and Investments,investments,46.0,
438,Dirk Ziff,4.8,,Finance and Investments,investments,54.0,M
439,Robert Ziff,4.8,,Finance and Investments,investments,51.0,
440,Juergen Blickle,4.7,Germany,Manufacturing,auto parts,71.0,M
441,Bernard Broermann,4.7,Germany,Healthcare,hospitals,74.0,M
442,Clive Calder,4.7,United Kingdom,Media & Entertainment,record label,71.0,M
443,Stanley Druckenmiller,4.7,,Finance and Investments,hedge funds,65.0,M
444,Ted Lerner,4.7,,Real Estate,real estate,92.0,M
445,Li Shuirong,4.7,,Manufacturing,petrochemicals,61.0,M
446,Lim Kok Thay,4.7,,Gambling & Casinos,casinos,66.0,
447,Niels Peter Louis-Hansen,4.7,,Healthcare,medical devices,70.0,M
448,Fredrik Lundberg,4.7,,Real Estate,"real estate, investments",66.0,
449,Gwendolyn Sontheim Meyer,4.7,United States,Food and Beverage,Cargill,56.0,F
450,J. Christopher Reyes,4.7,United States,Food and Beverage,food distribution,64.0,M
451,Jude Reyes,4.7,,Food and Beverage,food distribution,62.0,M
452,Alexandra Schoerghuber,4.7,,Real Estate,real estate,59.0,F
453,Sheldon Solow,4.7,,Real Estate,real estate,89.0,M
454,Lucio Tan,4.7,,Diversified,diversified,83.0,
455,Majid Al Futtaim,4.6,,Real Estate,"real estate, retail",,M
456,Andrej Babis,4.6,,Food and Beverage,agriculture,63.0,
457,Dona Bertarelli,4.6,,Diversified,biotech,50.0,F
458,Cai Kui,4.6,China,Real Estate,real estate,55.0,M
459,Bidzina Ivanishvili,4.6,Georgia,Finance and Investments,investments,62.0,M
460,"Jeremy Jacobs, Sr.",4.6,,Service,concessions,78.0,
461,Chris Larsen,4.6,United States,Finance and Investments,cryptocurrency,58.0,M
462,Patrick Lee,4.6,Hong Kong,Manufacturing,paper,76.0,M
463,Liang Wengen,4.6,,Manufacturing,construction equipment,61.0,M
464,Denis O'Brien,4.6,,Telecom,telecom,60.0,M
465,Kapil & Rahul Bhatia,4.5,India,Service,airlines,,M
466,Jean-Pierre Cayard,4.5,France,Food and Beverage,spirits,75.0,M
467,Chey Tae-Won,4.5,,Telecom,"IT, telecom",57.0,M
468,Fang Wei,4.5,China,Manufacturing,steel,44.0,M
469,Andrei Guriev,4.5,Russia,Manufacturing,fertilizers,58.0,
470,Bertil Hult,4.5,,Service,education,77.0,M
471,Ji Changqun,4.5,China,Real Estate,real estate,50.0,M
472,"Paul Tudor Jones, Ii.",4.5,,Finance and Investments,hedge funds,63.0,M
473,Robert Miller,4.5,,Fashion & Retail,retail,85.0,M
474,Sergei Popov,4.5,,Finance and Investments,banking,46.0,M
475,Juan Roig,4.5,,Fashion & Retail,supermarkets,68.0,
476,John Sall,4.5,United States,Technology,software,70.0,M
477,Leonard Stern,4.5,,Real Estate,real estate,80.0,M
478,Ye Chenghai,4.5,Hong Kong,Healthcare,pharmaceuticals,74.0,M
479,Anthony Bamford,4.4,,Construction & Engineering,construction equipment,72.0,M
480,Chu Mang Yee,4.4,China,Real Estate,real estate,58.0,
481,Juan Carlos Escotet,4.4,Venezuela,Finance and Investments,banking,58.0,M
482,Miguel Fluxa Rossello,4.4,,Service,hotels,79.0,M
483,Andrew Forrest,4.4,Australia,Metals & Mining,mining,56.0,
484,Paul Gauselmann,4.4,Germany,Gambling & Casinos,gambling,83.0,
485,Tamara Gustavson,4.4,United States,Service,self storage,56.0,
486,Micky Jagtiani,4.4,India,Fashion & Retail,retail,66.0,
487,Johan Johannson,4.4,Norway,Fashion & Retail,grocery stores,51.0,M
488,Richard Li,4.4,,Telecom,telecom,51.0,
489,John Morris,4.4,United States,Fashion & Retail,sporting goods retail,70.0,
490,Theo Mueller,4.4,,Food and Beverage,dairy,78.0,M
491,Akio Nitori,4.4,Japan,Fashion & Retail,home furnishings,74.0,
492,Wolfgang Reimann,4.4,Germany,Fashion & Retail,consumer goods,65.0,M
493,Matthias Reimann-Andersen,4.4,,Fashion & Retail,consumer goods,53.0,
494,Stefan Reimann-Andersen,4.4,,Fashion & Retail,consumer goods,54.0,
495,Renate Reimann-Haas,4.4,,Fashion & Retail,consumer goods,66.0,F
496,Robert Smith,4.4,United States,Finance and Investments,private equity,55.0,M
497,Russ Weiner,4.4,,Food and Beverage,energy drinks,48.0,M
498,Jeronimo Arango,4.3,,Fashion & Retail,retail,92.0,M
499,Rahul Bajaj,4.3,,Automotive,motorcycles,80.0,M
500,Rainer Blickle,4.3,,Manufacturing,auto parts,70.0,M
501,Rocco Commisso,4.3,,Telecom,telecom,68.0,
502,Giuseppe De'Longhi,4.3,Italy,Fashion & Retail,coffee makers,79.0,
503,Tilman Fertitta,4.3,,Food and Beverage,"Houston Rockets, entertainment",60.0,M
504,Nathan Kirsh,4.3,Swaziland,Fashion & Retail,"retail, real estate",86.0,M
505,Terrence Pegula,4.3,United States,Energy,natural gas,67.0,M
506,Robert Pera,4.3,,Technology,wireless networking gear,40.0,
507,Gary Rollins,4.3,United States,Service,pest control,73.0,M
508,Randall Rollins,4.3,,Service,pest control,86.0,M
509,Alejandro Santo Domingo,4.3,United States,Food and Beverage,beer,41.0,
510,Andres Santo Domingo,4.3,,Food and Beverage,beer,40.0,
511,Pham Nhat Vuong,4.3,,Diversified,diversified,49.0,
512,Roger Wang,4.3,,Fashion & Retail,retail,69.0,M
513,Stephen Bisciotti,4.2,,Sports,"staffing, Baltimore Ravens",58.0,M
514,"Austen Cargill, Ii.",4.2,United States,Food and Beverage,Cargill,67.0,
515,"James Cargill, Ii.",4.2,United States,Food and Beverage,Cargill,69.0,M
516,Archie Aldis Emmerson,4.2,,Manufacturing,"timberland, lumber mills",89.0,M
517,Antti Herlin,4.2,,Manufacturing,"elevators, escalators",61.0,M
518,Sumet Jiaravanon,4.2,,Diversified,diversified,83.0,
519,Lars Larsen,4.2,,Fashion & Retail,retail,69.0,M
520,Marianne Liebmann,4.2,,Food and Beverage,Cargill,64.0,
521,Bobby Murphy,4.2,,Technology,Snapchat,28.0,M
522,Igor Olenicoff,4.2,,Real Estate,real estate,75.0,M
523,"Walter Scott, Jr.",4.2,United States,Energy,"utilities, telecom",87.0,
524,"Clemmie Spangler, Jr.",4.2,United States,Finance and Investments,investments,86.0,
525,Wang Yusuo,4.2,China,Energy,natural gas distribution,54.0,
526,Carl Bennet,4.1,,Finance and Investments,investments,66.0,M
527,Arthur Blank,4.1,,Sports,Home Depot,75.0,M
528,Jaran Chiaravanont,4.1,,Diversified,diversified,88.0,M
529,Jack & Laura Dangermond,4.1,United States,Technology,mapping software,72.0,
530,Fan Hongwei,4.1,,Energy,petrochemicals,51.0,F
531,John Gandel,4.1,,Real Estate,shopping malls,83.0,M
532,James Jannard,4.1,United States,Fashion & Retail,sunglasses,69.0,
533,Montri Jiaravanont,4.1,,Diversified,diversified,87.0,M
534,Samuel Tak Lee,4.1,Hong Kong,Real Estate,real estate,79.0,M
535,Pawan Munjal,4.1,India,Automotive,motorcycles,64.0,M
536,Axel Oberwelland,4.1,,Food and Beverage,candy,51.0,M
537,James Packer,4.1,,Gambling & Casinos,casinos,50.0,M
538,Isaac Perlmutter,4.1,,Media & Entertainment,Marvel comics,75.0,
539,"H. Ross Perot, Sr.",4.1,,Diversified,"computer services, real estate",87.0,M
540,Michael Pieper,4.1,Switzerland,Manufacturing,kitchen appliances,72.0,M
541,Thomas Pritzker,4.1,,Finance and Investments,"hotels, investments",68.0,M
542,"Julian Robertson, Jr.",4.1,,Finance and Investments,hedge funds,85.0,M
543,Renzo Rosso,4.1,Italy,Fashion & Retail,fashion,62.0,M
544,Hussain Sajwani,4.1,,Real Estate,real estate,65.0,M
545,Yasumitsu Shigeta,4.1,,Telecom,mobile phone retailer,53.0,
546,Evan Spiegel,4.1,,Technology,Snapchat,27.0,
547,Wang Xing,4.1,China,Technology,e-commerce,45.0,
548,Kelcy Warren,4.1,United States,Energy,pipelines,62.0,M
549,Ben Ashkenazy,4.0,United States,Real Estate,real estate,48.0,M
550,Ursula Bechtolsheimer-Kipp,4.0,Germany,Real Estate,retail,,F
551,Otto Philipp Braun,4.0,,Healthcare,medical technology,40.0,
552,Che Jianxing,4.0,,Fashion & Retail,furniture retailing,51.0,M
553,Dagmar Dolby,4.0,,Technology,Dolby Laboratories,76.0,F
554,Traudl Engelhorn,4.0,,Healthcare,"pharmaceuticals, medical equipment",91.0,F
555,Dan Friedkin,4.0,United States,Automotive,Toyota dealerships,53.0,M
556,Sergei Galitsky,4.0,Russia,Fashion & Retail,retail,50.0,
557,Huang Rulun,4.0,China,Real Estate,real estate,66.0,M
558,Erman Ilicak,4.0,Turkey,Construction & Engineering,construction,50.0,M
559,Ronald Lauder,4.0,,Fashion & Retail,Estee Lauder,74.0,M
560,Michel Leclercq,4.0,France,Fashion & Retail,sporting goods,79.0,M
561,Michael Moritz,4.0,,Technology,venture capital,63.0,
562,Issad Rebrab,4.0,,Food and Beverage,food,74.0,M
563,Naguib Sawiris,4.0,,Telecom,telecom,64.0,M
564,Richard Schulze,4.0,United States,Fashion & Retail,Best Buy,77.0,M
565,B.R. Shetty,4.0,,Healthcare,healthcare,76.0,M
566,Jeff Sutton,4.0,United States,Real Estate,real estate,58.0,M
567,Tony Tan Caktiong,4.0,,Food and Beverage,food,65.0,
568,Yu Huijiao,4.0,,Logistics,package delivery,52.0,M
569,Zhang Xuexin,4.0,,Metals & Mining,aluminum,70.0,M
570,Zhang Yiming,4.0,,Technology,software,33.0,M
571,Suhail Bahwan,3.9,Oman,Diversified,diversified,79.0,M
572,Rick Caruso,3.9,,Real Estate,real estate,59.0,M
573,Tom Gores,3.9,,Finance and Investments,private equity,53.0,M
574,Peter Hargreaves,3.9,,Finance and Investments,financial services,71.0,
575,Daniela Herz,3.9,,Finance and Investments,coffee,64.0,F
576,Guenter Herz,3.9,,Finance and Investments,coffee,77.0,M
577,Masatoshi Ito,3.9,Japan,Fashion & Retail,retail,94.0,M
578,Barry Lam,3.9,Taiwan,Technology,electronics,69.0,M
579,Sudhir & Samir Mehta,3.9,,Diversified,diversified,,M
580,Ravi Pillai,3.9,,Construction & Engineering,construction,64.0,M
581,Stewart And Lynda Resnick,3.9,,Food and Beverage,"agriculture, water",,
582,Jerry Speyer,3.9,,Real Estate,real estate,78.0,M
583,Harry Stine,3.9,,Food and Beverage,agriculture,76.0,M
584,George Ty,3.9,,Finance and Investments,banking,85.0,M
585,Steven Udvar-Hazy,3.9,,Service,aircraft leasing,72.0,M
586,Christoph Zeller,3.9,,Healthcare,dental implants,61.0,M
587,Nathan Blecharczyk,3.8,,Technology,Airbnb,34.0,M
588,Hubert Burda,3.8,,Media & Entertainment,publishing,78.0,M
589,Chen Dongsheng,3.8,China,Finance and Investments,insurance,60.0,M
590,Brian Chesky,3.8,,Technology,Airbnb,35.0,M
591,Gustaf Douglas,3.8,,Diversified,investments,80.0,M
592,Joe Gebbia,3.8,United States,Technology,Airbnb,35.0,M
593,Peter Gilgan,3.8,Canada,Construction & Engineering,homebuilding,67.0,
594,Jeff Greene,3.8,United States,Real Estate,"real estate, investments",63.0,M
595,Jiang Weiping,3.8,,Manufacturing,chemicals,63.0,
596,Dominika & Sebastian Kulczyk,3.8,Poland,Finance and Investments,diversified,,
597,Li Wa,3.8,,Real Estate,real estate,52.0,M
598,Robert Mcnair,3.8,,Sports,"energy, sports",81.0,M
599,Masahiro Miki,3.8,,Fashion & Retail,shoes,62.0,
600,Katharina Otto-Bernstein,3.8,,Real Estate,real estate,,F
601,Ira Rennert,3.8,,Finance and Investments,investments,84.0,M
602,Henry Samueli,3.8,,Technology,semiconductors,63.0,M
603,Zeng Fangqin,3.8,China,Technology,smartphone components,52.0,F
604,Zhang Jin,3.8,China,Diversified,diversified,46.0,
605,Nick Caporella,3.7,United States,Food and Beverage,beverages,82.0,M
606,Mark Cuban,3.7,,Media & Entertainment,online media,59.0,M
607,Ken Fisher,3.7,,Finance and Investments,money management,67.0,
608,Jaime Gilinski Bacal,3.7,,Finance and Investments,banking,60.0,
609,Andreas Halvorsen,3.7,,Finance and Investments,hedge funds,57.0,M
610,H. Fisk Johnson,3.7,United States,Manufacturing,cleaning products,60.0,M
611,Imogene Powers Johnson,3.7,United States,Manufacturing,cleaning products,87.0,F
612,S. Curtis Johnson,3.7,,Manufacturing,cleaning products,63.0,M
613,Helen Johnson-Leipold,3.7,,Manufacturing,cleaning products,61.0,F
614,Winifred Johnson-Marquart,3.7,United States,Manufacturing,cleaning products,59.0,F
615,Viatcheslav Kantor,3.7,,Manufacturing,"fertilizer, real estate",64.0,
616,Samvel Karapetyan,3.7,,Construction & Engineering,real estate,52.0,M
617,Marc Ladreit De Lacharriere,3.7,France,Finance and Investments,finance,77.0,M
618,Angela Leong,3.7,,Gambling & Casinos,casinos,57.0,
619,Li Gaiteng,3.7,China,Manufacturing,hair dryers,46.0,
620,Mangal Prabhat Lodha,3.7,,Real Estate,real estate,62.0,M
621,Michael Milken,3.7,,Finance and Investments,investments,71.0,M
622,Yuri Milner,3.7,Russia,Finance and Investments,tech investments,56.0,M
623,Andreas Struengmann,3.7,,Healthcare,pharmaceuticals,68.0,M
624,Thomas Struengmann,3.7,,Healthcare,pharmaceuticals,68.0,M
625,Tse Ping,3.7,,Healthcare,pharmaceuticals,66.0,M
626,Yitzhak Tshuva,3.7,,Real Estate,real estate,69.0,
627,Samuel Yin,3.7,Taiwan,Diversified,diversified,67.0,M
628,Michael Ashley,3.6,,Fashion & Retail,sports retailing,53.0,M
629,Cao Longxiang,3.6,,Healthcare,pharmaceuticals,60.0,M
630,Jeffery Hildebrand,3.6,,Energy,oil,59.0,
631,Jiang Rensheng,3.6,China,Healthcare,vaccine production,64.0,M
632,"Edward Johnson, Iv.",3.6,,Finance and Investments,money management,53.0,M
633,Elizabeth Johnson,3.6,United States,Finance and Investments,money management,55.0,F
634,Peter Kellogg,3.6,United States,Finance and Investments,investments,75.0,
635,Lim Sung-Ki,3.6,,Healthcare,pharmaceuticals,78.0,
636,Friedhelm Loh,3.6,,Manufacturing,manufacturing,71.0,
637,Kiran Mazumdar-Shaw,3.6,India,Healthcare,biotech,65.0,F
638,Idan Ofer,3.6,Israel,Diversified,"drilling, shipping",62.0,M
639,Karsanbhai Patel,3.6,India,Diversified,consumer goods,74.0,
640,Qin Yinglin,3.6,,Food and Beverage,pig breeding,53.0,M
641,Qiu Guanghe,3.6,,Fashion & Retail,fashion retail,66.0,
642,Sarath Ratanavadi,3.6,Thailand,Energy,energy,52.0,M
643,Rodger Riney,3.6,United States,Finance and Investments,discount brokerage,72.0,M
644,Steven Spielberg,3.6,,Media & Entertainment,Movies,71.0,M
645,Gabriele Volkmann,3.6,,Automotive,auto parts,,
646,Arne Wilhelmsen,3.6,,Logistics,cruise ships,88.0,M
647,Xu Jingren,3.6,,Healthcare,pharmaceuticals,73.0,M
648,Zhang Li,3.6,,Real Estate,real estate,65.0,
649,Zhang Xin,3.6,,Real Estate,real estate,52.0,F
650,Anita Zucker,3.6,,Manufacturing,chemicals,66.0,F
651,Carlo Benetton,3.5,,Fashion & Retail,"fashion retail, investments",74.0,M
652,Gilberto Benetton,3.5,,Fashion & Retail,"fashion retail, investments",77.0,
653,Giuliana Benetton,3.5,,Fashion & Retail,"fashion retail, investments",80.0,F
654,Luciano Benetton,3.5,,Fashion & Retail,"fashion retail, investments",83.0,M
655,Chen Bang,3.5,China,Healthcare,hospitals,52.0,M
656,Kuldip Singh & Gurbachan Singh Dhingra,3.5,India,Manufacturing,paints,,M
657,Abilio Dos Santos Diniz,3.5,,Fashion & Retail,retail,81.0,M
658,Bernard Ecclestone,3.5,,Sports,Formula One,87.0,
659,Judy Faulkner,3.5,United States,Technology,health IT,74.0,F
660,Gao Tianguo,3.5,,Real Estate,"real estate, finance",66.0,M
661,Joshua Harris,3.5,United States,Finance and Investments,private equity,53.0,M
662,Arthur Irving,3.5,Canada,Energy,oil,88.0,M
663,Baba Kalyani,3.5,,Construction & Engineering,engineering,69.0,M
664,Dmitry Kamenshchik,3.5,,Service,airport,50.0,
665,Douglas Leone,3.5,,Finance and Investments,venture capital,60.0,
666,Edwin Leong,3.5,Hong Kong,Real Estate,real estate,66.0,M
667,Arnon Milchan,3.5,,Media & Entertainment,movie making,73.0,M
668,Maren Otto,3.5,,Diversified,"retail, real estate",,F
669,Anthony Pritzker,3.5,,Service,"hotels, investments",57.0,M
670,Jay Robert (J.B.) Pritzker,3.5,United States,Finance and Investments,"hotels, investments",53.0,
671,Mitchell Rales,3.5,United States,Manufacturing,"manufacturing, investments",61.0,
672,Kjell Inge Rokke,3.5,,Logistics,"shipping, seafood",59.0,M
673,"Bernard Saul, Ii.",3.5,,Finance and Investments,"banking, real estate",86.0,M
674,Donald Sterling,3.5,,Real Estate,real estate,84.0,M
675,Tahir,3.5,,Diversified,diversified,66.0,M
676,Chairul Tanjung,3.5,,Diversified,diversified,56.0,M
677,Clemens Toennies,3.5,,Food and Beverage,meat processing,62.0,
678,Somphote Ahunai,3.4,,Energy,energy,51.0,M
679,Igor Altushkin,3.4,Russia,Metals & Mining,metals,47.0,
680,Riley Bechtel,3.4,United States,Construction & Engineering,"engineering, construction",66.0,M
681,"Stephen Bechtel, Jr.",3.4,,Construction & Engineering,"engineering, construction",93.0,M
682,Mike Cannon-Brookes,3.4,,Technology,software,38.0,M
683,Rafael Del Pino Y Calvo-Sotelo,3.4,,Construction & Engineering,construction,59.0,M
684,Antonio Del Valle Ruiz,3.4,Mexico,Manufacturing,chemicals,79.0,M
685,Scott Farquhar,3.4,Australia,Technology,software,38.0,
686,Lindsay Fox,3.4,Australia,Logistics,"logistics, real estate",81.0,
687,Jimmy Haslam,3.4,United States,Fashion & Retail,"gas stations, retail",64.0,M
688,Heidi Horten,3.4,,Fashion & Retail,retail,77.0,F
689,Min Kao,3.4,United States,Technology,navigation equipment,69.0,
690,Melissa Ma,3.4,China,Technology,internet search,48.0,F
691,Rudolf Maag,3.4,Switzerland,Healthcare,medical devices,72.0,M
692,Alexander Ponomarenko,3.4,,Logistics,"real estate, airport",53.0,M
693,Carlos Rodriguez-Pastor,3.4,,Finance and Investments,finance,59.0,M
694,Shashi & Ravi Ruia,3.4,India,Diversified,diversified,,
695,Teddy Sagi,3.4,,Gambling & Casinos,gambling software,46.0,
696,Shaul Shani,3.4,Israel,Telecom,telecom,63.0,
697,Alexander Skorobogatko,3.4,Russia,Logistics,"real estate, airport",50.0,M
698,Sun Guangxin,3.4,,Diversified,diversified,55.0,M
699,Rita Tong Liu,3.4,,Real Estate,real estate,69.0,F
700,Juan-Miguel Villar Mir,3.4,,Construction & Engineering,construction,86.0,
701,Steve Wynn,3.4,,Gambling & Casinos,"casinos, hotels",76.0,M
702,Anil Agarwal,3.3,,Metals & Mining,"mining, metals",64.0,
703,Abdulla Al Futtaim,3.3,,Automotive,"auto dealers, investments",,
704,John Arnold,3.3,United States,Finance and Investments,hedge funds,44.0,M
705,Sid Bass,3.3,United States,Energy,"oil, investments",76.0,M
706,Alain Bouchard,3.3,Canada,Fashion & Retail,retail,69.0,M
707,John Brown,3.3,,Healthcare,medical equipment,83.0,M
708,Vanich Chaiyawan,3.3,,Finance and Investments,"insurance, beverages",86.0,
709,Chen Lip Keong,3.3,,Gambling & Casinos,"casinos, property, energy",70.0,M
710,Charles Cohen,3.3,United States,Real Estate,real estate,66.0,M
711,Ashwin Dani,3.3,,Manufacturing,paints,75.0,M
712,Rakesh Gangwal,3.3,,Service,airline,64.0,M
713,Reid Hoffman,3.3,,Technology,LinkedIn,50.0,M
714,"Amos Hostetter, Jr.",3.3,United States,Media & Entertainment,cable television,81.0,
715,Zarakh Iliev,3.3,Russia,Real Estate,real estate,51.0,M
716,Ji Qi,3.3,China,Real Estate,"hotels, motels",51.0,M
717,Kenneth Langone,3.3,United States,Finance and Investments,investments,82.0,
718,Li Sze Lim,3.3,,Real Estate,real estate,61.0,M
719,George Lindemann,3.3,United States,Finance and Investments,investments,82.0,M
720,Liu Zhongtian,3.3,China,Manufacturing,aluminum products,54.0,M
721,Luo Liguo,3.3,China,Manufacturing,chemicals,62.0,M
722,Mary Alice Dorrance Malone,3.3,,Food and Beverage,Campbell Soup,68.0,F
723,"Henry Nicholas, Iii.",3.3,,Technology,semiconductors,58.0,M
724,God Nisanov,3.3,,Real Estate,real estate,46.0,M
725,Pat Stryker,3.3,,Healthcare,medical equipment,62.0,F
726,Alexander Svetakov,3.3,Russia,Finance and Investments,real estate,50.0,M
727,Hans Peter Wild,3.3,,Food and Beverage,flavorings,77.0,
728,Yvonne Bauer,3.2,Germany,Media & Entertainment,media,41.0,F
729,Patrizio Bertelli,3.2,,Fashion & Retail,luxury goods,72.0,M
730,Neil Bluhm,3.2,United States,Real Estate,real estate,80.0,M
731,Andrew & Peggy Cherng,3.2,United States,Food and Beverage,restaurants,,
732,Scott Cook,3.2,,Technology,software,65.0,
733,Leon G. Cooperman,3.2,,Finance and Investments,hedge funds,75.0,M
734,John Paul Dejoria,3.2,United States,Fashion & Retail,"hair products, tequila",74.0,M
735,Martin Ebner,3.2,Switzerland,Finance and Investments,investments,72.0,M
736,Walter Faria,3.2,,Food and Beverage,beer,63.0,
737,Sameer Gehlaut,3.2,,Finance and Investments,finance,44.0,M
738,Tom Golisano,3.2,United States,Service,payroll services,76.0,M
739,Otto Happel,3.2,Germany,Construction & Engineering,engineering,70.0,M
740,Jiang Bin,3.2,China,Technology,acoustic components,51.0,M
741,Karel Komarek,3.2,,Gambling & Casinos,lotteries,49.0,M
742,Kurt Krieger,3.2,Germany,Fashion & Retail,furniture retailing,70.0,
743,Timur Kulibaev,3.2,,Finance and Investments,banking,51.0,M
744,Dinara Kulibaeva,3.2,,Finance and Investments,banking,50.0,
745,Spiro Latsis,3.2,,Diversified,"banking, shipping",71.0,M
746,Daniel Loeb,3.2,,Finance and Investments,hedge funds,56.0,M
747,Luo Jye,3.2,,Automotive,tires,92.0,M
748,Ronald Mcaulay,3.2,,Energy,energy,82.0,M
749,Alain Merieux,3.2,France,Healthcare,pharmaceuticals,80.0,M
750,Hans Georg Naeder,3.2,,Manufacturing,prosthetics,56.0,M
751,Nie Tengyun,3.2,,Service,logistics,42.0,
752,Daniel Och,3.2,,Finance and Investments,hedge funds,57.0,M
753,Miuccia Prada,3.2,Italy,Fashion & Retail,luxury goods,69.0,F
754,Marc Rowan,3.2,,Finance and Investments,private equity,55.0,M
755,Haim Saban,3.2,United States,Media & Entertainment,"TV network, investments",73.0,
756,Alvaro Saieh Bendeck,3.2,Chile,Finance and Investments,banking,68.0,M
757,Michael & Reiner Schmidt-Ruthenbeck,3.2,Germany,Fashion & Retail,retail,75.0,
758,Lynn Schusterman,3.2,,Energy,"oil & gas, investments",79.0,F
759,Mark Shoen,3.2,,Automotive,U-Haul,67.0,
760,Michal Solowow,3.2,Poland,Finance and Investments,investments,55.0,M
761,Daniel Tsai,3.2,,Finance and Investments,finance,62.0,M
762,Richard Tsai,3.2,,Finance and Investments,finance,61.0,M
763,Frank Wang,3.2,,Technology,drones,36.0,M
764,Meg Whitman,3.2,United States,Technology,eBay,61.0,
765,John Catsimatidis,3.1,United States,Energy,"oil, real estate",69.0,M
766,Do Won & Jin Sook Chang,3.1,United States,Fashion & Retail,fashion retail,62.0,
767,Cheng Cheung Ling,3.1,,Healthcare,pharmaceuticals,54.0,F
768,Barry Diller,3.1,United States,Media & Entertainment,online media,76.0,
769,Jack Dorsey,3.1,,Technology,Twitter,41.0,M
770,Yakir Gabay,3.1,Cyprus,Real Estate,real estate,52.0,M
771,Allan Goldman,3.1,,Real Estate,real estate,75.0,M
772,Jane Goldman,3.1,,Real Estate,real estate,62.0,F
773,Amy Goldman Fowler,3.1,United States,Real Estate,real estate,64.0,F
774,Daryl Katz,3.1,Canada,Diversified,pharmacies,56.0,M
775,Diane Kemper,3.1,,Real Estate,real estate,72.0,F
776,Vladimir Kim,3.1,,Metals & Mining,mining,57.0,M
777,Lai Meisong,3.1,China,Logistics,package delivery,47.0,M
778,Manuel Lao Hernandez,3.1,,Gambling & Casinos,gambling,74.0,M
779,James Leprino,3.1,,Food and Beverage,cheese,80.0,M
780,Liang Xinjun,3.1,,Diversified,conglomerate,50.0,M
781,Tom Morris,3.1,United Kingdom,Fashion & Retail,retail,63.0,M
782,Thi Phuong Thao Nguyen,3.1,Vietnam,Diversified,airlines,48.0,F
783,Rajan Raheja,3.1,India,Diversified,diversified,64.0,M
784,Ren Jianhua,3.1,China,Manufacturing,kitchen appliances,61.0,M
785,Richard Sands,3.1,United States,Food and Beverage,Food & Beverage,67.0,
